market,ticker,name,name_en,kind,mult,exchange,type,category,price,chg_pct,volume,basis,source
US,HONG,LEVERAGE SHARES HON DAILY 2X,LEVERAGE SHARES 2X LONG HON DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HOOC,CORGI HOOD DAILY 2X,CORGI HOOD 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HOOG,로빈후드 데일리 2배 레버리지 셰어즈 ETF,LEVERAGE SHARES 2X LONG HOOD DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HOOX,로빈후드 데일리 2배 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG HOOD ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HOYY,GRANITESHARES YIELDBOOST HOOD 2X,GRANITESHARES YIELDBOOST HOOD ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,HPEL,LEVERAGE SHARES HPE DAILY 2X,LEVERAGE SHARES 2X LONG HPE DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HUTG,LEVERAGE SHARES HUT DAILY 2X,LEVERAGE SHARES 2X LONG HUT DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,HYNX,T-REX SK HYNIX 2X,T-REX 2X LONG SKHY DAILY TARGET ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IBX,TRADR IBM DAILY 2X,TRADR 2X LONG IBM DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,INDL,MSCI 인도 2배 레버리지 디렉시온 ETF,DIREXION DAILY MSCI INDIA BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,INFH,DEFIANCE INFQ DAILY 2X,DEFIANCE DAILY TARGET 2X LONG INFQ ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,INT,CORGI INTC DAILY 2X,CORGI INTC 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,INTW,인텔 데일리 2배 롱 그래닛셰어즈 ETF,GRANITESHARES 2X LONG INTC DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IONC,CORGI IONQ DAILY 2X,CORGI IONQ 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IONL,아이온큐 2배 그래닛셰어즈 ETF,GRANITESHARES 2X LONG IONQ DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IONX,아이온큐 2배 롱 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG IONQ ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IOSX,CORGI AAPL DAILY 2X,CORGI AAPL 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IOYY,GRANITESHARES YIELDBOOST IONQ 2X,GRANITESHARES YIELDBOOST IONQ ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,IRE,아이렌 데일리 2배 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG IREN ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IREC,CORGI IREN 2X DAILY ETF,CORGI IREN 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IREG,LEVERAGE SHARES IREN DAILY 2X,LEVERAGE SHARES 2X LONG IREN DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IREX,아이렌 데일리 2배 TRADR ETF,TRADR 2X LONG IREN DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ISUL,GRANITESHARES ISRG DAILY 2X,GRANITESHARES 2X LONG ISRG DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,IWDL,미국 가치주 2배 이트렉스 ETN,UBS AG LONDON UBS ETRACS 2X LEV US VAL F,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,IWFL,미국성장주 2배 이트랙스 ETN,UBS AG LONDON UBS ETRACS 2X LEV US GTH F,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,IWML,미국 소형주 2배 이트랙스 ETN,UBS AG LONDON ETRACS 2X LEV US SZE FR TR,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,JBLG,LEVERAGE SHARES JBL DAILY 2X,LEVERAGE SHARES 2X LONG JBL DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,JETU,맥스 에어라인 3배 레버리지 ETN,BANK OF MONTREAL MAX AIRLINES 3X LEVERAG,레버리지,3,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,JNUG,금은 소형주 2배 디렉시온 ETF,DIREXION DAILY JUNIOR GOLD MINERS INDEX,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,JOBC,CORGI JOBY DAILY 2X,CORGI JOBY 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,JOBX,TRADR JOBY DAILY 2X,TRADR 2X LONG JOBY DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KBAB,KRANSHARES BABA DAILY 2X,KRANESHARES 2X LONG BABA DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KBDU,KRANESHARES BIDU DAILY 2X,KRANESHARES 2X LONG BIDU DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KEEX,DEFIANCE BITF DAILY 2X,DEFIANCE DAILY TARGET 2X LONG KEEL ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KEYG,LEVERAGE SHARES KEYS DAILY 2X,LEVERAGE SHARES 2X LONG KEYS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KEYX,CORGI KEYS DAILY 2X,CORGI KEYS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KJD,KRANESHARES JD DAILY 2X,KRANESHARES 2X LONG JD DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KLAG,LEVERAGE SHARES KLAC DAILY 2X,LEVERAGE SHARES 2X LONG KLAC DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KMLI,KRANESHARES MELI DAILY 2X,KRANESHARES 2X LONG MELI DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KORU,한국 3배 레버리지 디렉시온 ETF,DIREXION DAILY MSCI SOUTH KOREA BULL 3X,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KPDD,KRANSHARES PDD DAILY 2X,KRANESHARES 2X LONG PDD DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KRWX,CORGI SOUTH KOREA DAILY 2X,CORGI SOUTH KOREA 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,KTUP,T-REX KTOS DAILY 2X,T-REX 2X LONG KTOS DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LABU,S&P 바이오 3배 디렉시온 ETF,DIREXION DAILY S&P BIOTECH BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LABX,TRADR ALAB DAILY 2X,TRADR 2X LONG ALAB DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LACG,LEVERAGE SHARES LAC DAILY 2X,LEVERAGE SHARES 2X LONG LAC DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LASC,CORGI LASR DAILY 2X,CORGI LASR 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LEUX,TRADR LEU DAILY 2X,TRADR 2X LONG LEU DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LINT,DIREXION INTC DAILY 2X,DIREXION DAILY INTC BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LITC,CORGI LITE DAILY 2X,CORGI LITE 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LITU,T-REX LITE DAILY 2X,T-REX 2X LONG LITE DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LITX,TRADR LITE DAILY 2X,TRADR 2X LONG LITE DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LLYX,일라이 릴리 데일리 타겟 2배 디파이언스 E,DEFIANCE DAILY TARGET 2X LONG LLY ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LMNX,DEFIANCE LMND DAILY 2X,DEFIANCE DAILY TARGET 2X LONG LMND ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LMTL,DIREXION LMT DAILY 2X,DIREXION DAILY LMT BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LNOK,DEFIANCE NOK DAILY 2X,DEFIANCE DAILY TARGET 2X LONG NOK ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LOFF,스페이스X 2배 디렉시온 ETF,DIREXION DAILY SPACEX BULL 2X ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LRCC,CORGI LRCX DAILY 2X,CORGI LRCX 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LRCU,TRADR LRCX DAILY 2X,TRADR 2X LONG LRCX DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LRNX,CORGI LRN DAILY 2X,CORGI LRN 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LTL,커뮤니케이션 2배 프로셰어즈 ETF,PROSHARES TRUST ULTRA COMMUNICATION SERV,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LULG,LEVERAGE SHARES LULU DAILY 2X,LEVERAGE SHARES 2X LONG LULU DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,LUNL,DEFIANCE LUNR DAILY 2X,DEFIANCE DAILY TARGET 2X LONG LUNR ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MAAY,GRANITESHARES YIELDBOOST MARA 2X,GRANITESHARES YIELDBOOST MARA ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,MAGX,ROUNDHILL DAILY MAGNIFICENT SEVEN 2X,ROUNDHILL DAILY 2X LONG MAGNIFICENT SEVE,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MCHG,LEVERAGE SHARES MCHP DAILY 2X,LEVERAGE SHARES 2X LONG MCHP DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MCHU,TRADR MCHP DAILY 2X,TRADR 2X LONG MCHP DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MEME,ROUNDHILL MEME STOCK,ROUNDHILL MEME STOCK ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,METU,메타 2배 디렉시온 ETF,DIREXION DAILY META BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MEXX,MSCI 멕시코 3배 디렉시온 ETF,DIREXION DAILY MSCI MEXICO BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MGKX,CORGI US MEGA-CAP GROWTH DAILY 2X,CORGI U.S. MEGA-CAP GROWTH 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MHX,CORGI MARA 2X DAILY ETF,CORGI MARA 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MIC,CORGI MU DAILY 2X,CORGI MU 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MIDU,S&P 400 중형주 3배 디렉시온 ETF,DIREXION DAILY MID CAP BULL 3X ETF,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MLPR,MLP 1.5배 이트렉스 ETN,UBS AG LONDON ETRACS 1.5X QTLY LEV ALER,레버리지,1.5,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,MNSX,CORGI MNST DAILY 2X,CORGI MNST 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MPG,MP 머티리얼스 데일리 2배 롱 레버리지 셰,LEVERAGE SHARES 2X LONG MP DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MPL,MP 머티리얼스 데일리 2배 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG MP ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MPWC,CORGI MPWR DAILY 2X,CORGI MPWR 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MPWX,TRADR MPWR DAILY 2X,TRADR 2X LONG MPWR DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MQQQ,TRADR INNOVATION 100 MONTHLY 2X,INVESTMENT MANAGERS SERIES TRUST II TRAD,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MRAL,GRANITESHARES MARA DAILY 2X,GRANITESHARES 2X LONG MARA DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MRNX,DEFIANCE MRNA DAILY 2X,DEFIANCE DAILY TARGET 2X LONG MRNA ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MRVU,DIREXION MRVL DAILY 2X,DIREXION DAILY MRVL BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MRVX,CORGI MRVL 2X DAILY ETF,CORGI MRVL 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSFC,CORGI MSFT DAILY 2X,CORGI MSFT 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSFL,마이크로소프트 2배 그래닛셰어즈 ETF,GRANITESHARES ETF TRUST GRANITESHARES 2X,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSFU,마이크로소프트 레버리지 2배 디렉시온 ETF,DIREXION DAILY MSFT BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSFX,마이크로소프트 타겟 2배 T-Rex ETF,ETF OPPORTUNITIES TR T REX 2X LONG MICRO,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSIX,CORGI MSI DAILY 2X,CORGI MSI 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSOX,MSOS 2배 어드바이저셰어즈 ETF,ADVISORSHARES MSOS DAILY LEVERAGED ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MST,스트래티지 레버리지드 롱 플러스 인컴 디,DEFIANCE LEVERAGED LONG INCOME MSTR ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,MSTC,CORGI MSTR DAILY 2X,CORGI MSTR 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSTP,GRANITESHARES MSTR DAILY 2X,GRANITESHARES 2X LONG MSTR DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSTU,스트래티지 타겟 2배 T-REX ETF,T-REX 2X LONG MSTR DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MSTX,스트래티지 2배 롱 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG MSTR ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MTSG,LEVERAGE SHARES MTSI DAILY 2X,LEVERAGE SHARES 2X LONG MTSI DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MTUL,MSCI 미국 모멘텀 팩터 레버리지 2배 이트,UBS AG LONDON ETRACS 2X LEV MSCI US MON,레버리지,2,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,MTYY,GRANITESHARES YIELDBOOST MSTR 2X,GRANITESHARES YIELDBOOST MSTR ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,MULL,GRANITESHARES MU DAILY 2X,GRANITESHARES 2X LONG MU DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MUU,마이크론 테크놀로지 2배 디렉시온 ETF,DIREXION DAILY MU BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MUYY,GRANITESHARES YIELDBOOST MU 2X,GRANITESHARES YIELDBOOST MU ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,MVLL,마벨 테크놀로지 데일리 2배 롱 그래닛셰어,GRANITESHARES 2X LONG MRVL DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MVPL,S&P 500 레버리지 어드바이저셰어즈 ETF,ADVISOR MANAGED PORTFOLIOS MILLER VALUE,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,MVRL,모기지 리츠 1.5배 레버리지 이트랙스 ETN,UBS AG LONDON ETRACS 2XMTHLY LEVERAGED M,레버리지,1.5,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,MVV,S&P 중형주 400 2배 프로셰어즈 ETF,PROSHARES TRUST PSHS ULT MCAP400,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NAIL,미국 건설주 3배 레버리지 디렉시온 ETF,DIREXION DAILY HOMEBUILDERS & SUPPLIES B,레버리지,3,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NBIC,CORGI NBIS 2X DAILY ETF,CORGI NBIS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NBIG,LEVERAGE SHARES NBIS DAILY 2X,LEVERAGE SHARES 2X LONG NBIS DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NBIL,GRANITESHARES NBIS DAILY 2X,GRANITESHARES 2X LONG NBIS DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NEBX,네비우스 그룹 데일리 2배 TRADR ETF,TRADR 2X LONG NBIS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NEMG,LEVERAGE SHARES NEM DAILY 2X,LEVERAGE SHARES 2X LONG NEM DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NETG,LEVERAGE SHARES NET DAILY 2X,LEVERAGE SHARES 2X LONG NET DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NFLU,넷플릭스 데일리 타겟 2배 T-REX ETF,T-REX 2X LONG NFLX DAILY TARGET ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NFX,CORGI NFLX DAILY 2X,CORGI NFLX 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NFXL,넷플릭스 2배 디렉시온 ETF,DIREXION DAILY NFLX BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NIOG,LEVERAGE SHARES NIO DAILY 2X,LEVERAGE SHARES 2X LONG NIO DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NOWL,GRANITESHARES NOW DAILY 2X,GRANITESHARES 2X LONG NOW DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NOWX,CORGI NOW 2X DAILY ETF,CORGI NOW 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NRGU,미국 석유 기업 3배 마이크로섹터 ETN,MICROSECTORS U.S. BIG OIL 3 LEVERAGED ET,레버리지,3,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,NTAL,GRANITESHARES 2X LONG NTAP DAILY ETF,GRANITESHARES 2X LONG NTAP DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NUG,LEVERAGE SHARES NU DAILY 2X,LEVERAGE SHARES 2X LONG NU DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NUGT,글로벌 금광 2배 디렉시온 ETF,DIREXION DAILY GOLD MINERS INDEX BULL 2X,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVC,CORGI NVDA DAILY 2X,CORGI NVDA 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVDB,PROSHARES NVDA 2X,PROSHARES ULTRA NVDA,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVDG,엔비디아 데일리 2배 롱 레버리지 셰어즈 E,THEMES ETF TRUST LEVERAGE SHARES 2X LONG,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVDL,엔비디아 2배 그래닛셰어즈 ETF,GRANITESHARES ETF TRUST 2X LONG NVDA DAI,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVDU,엔비디아 2배 레버리지 디렉시온 ETF,DIREXION DAILY NVDA BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVDX,엔비디아 2배 레버리지 T-REX ETF,ETF OPPORTUNITIES TR T REX 2X LONG NVIDI,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVII,REX NVDA GROWTH & INCOME,REX NVDA GROWTH & INCOME ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVOC,CORGI NVO 2X DAILY ETF,CORGI NVO 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVOX,노보노디스크 데일리 타겟 2배 디파이언스,DEFIANCE DAILY TARGET 2X LONG NVO ETF,레버리지,2,NYSE,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVTC,CORGI NVTS DAILY 2X,CORGI NVTS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVTX,나비타스 세미컨덕터 데일리 2배 롱 TRADR,TRADR 2X LONG NVTS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NVYY,GRANITESHARES YIELDBOOST NVDA 2X,GRANITESHARES YIELDBOOST NVDA ETF,레버리지,2,NASDAQ,ETF,,,,,종목명,usa10104+master
US,NXPG,LEVERAGE SHARES NXPI DAILY 2X,LEVERAGE SHARES 2X LONG NXPI DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,NXPX,TRADR NXPI DAILY 2X,TRADR 2X LONG NXPI DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OILU,원유 및 가스 레버리지 3배 프로셰어즈 ETN,BANK OF MONTREAL MICROSECTORS OIL & GAS,레버리지,3,NYSE,ETN,레버리지 주식,,,,카테고리,usa10104+master
US,OKLC,CORGI OKLO DAILY 2X,CORGI OKLO 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OKLL,오클로 데일리 2배 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG OKLO ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OKTG,LEVERAGE SHARES OKTA DAILY 2X,LEVERAGE SHARES 2X LONG OKTA DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ONDC,CORGI ONDS DAILY 2X,CORGI ONDS 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ONDG,LEVERAGE SHARES ONDS DAILY 2X,LEVERAGE SHARES 2X LONG ONDS DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ONDL,DEFIANCE ONDS DAILY 2X,DEFIANCE DAILY TARGET 2X LONG ONDS ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ONDU,TRADR ONDS DAILY 2X,TRADR 2X LONG ONDS DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ONG,LEVERAGE SHARES ON DAILY 2X,LEVERAGE SHARES 2X LONG ON DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ONTX,CORGI ONTO DAILY 2X,CORGI ONTO 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ONX,TRADR ON DAILY 2X,TRADR 2X LONG ON DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OPEG,LEVERAGE SHARES OPEN DAILY 2X,LEVERAGE SHARES 2X LONG OPEN DAILY ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,OPEX,오픈도어 테크놀로지스 데일리 2배 롱 TRAD,TRADR 2X LONG OPEN DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ORAC,CORGI ORCL DAILY 2X,CORGI ORCL 2X DAILY ETF,레버리지,2,AMEX,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ORCU,DIREXION ORCL DAILY 2X,DIREXION DAILY ORCL BULL 2X ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
US,ORCX,오라클 데일리 타겟 2배 롱 디파이언스 ETF,DEFIANCE DAILY TARGET 2X LONG ORCL ETF,레버리지,2,NASDAQ,ETF,레버리지 주식,,,,카테고리,usa10104+master
